COVID-19 Vaccinations in the United States
Date generated: Sat Mar 19 2022 12:01:42 GMT-0400 (Eastern Daylight Time)
'Other' includes doses of vaccine administered or delivered that are not from Pfizer-BioNTech Moderna or J&J.

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 12+ who have received a booster dose,Percent of fully vaccinated people 12+ with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Oklahoma,7049330,178150,234608,5763298,145649,5299065,176357,2782324,70.3,2536706,84.4,2231324,56.4,2032125,67.6,3782050,2945680,321600,0,152703,2324671,3284447,1477,844568,1243904,142576,276,844259,1045162,142481,223,N/A,70.3,N/A,84.4,53.6,1923346,64,2782324,674801,95,544129,85.7,276082,247319,20669,59,1547418,243637,1109900,2709177,81.5,2174368,65.4,844540,1187008,142558,262,5632936,169400,211996,2782033,75.2,2231274,60.3,844550,1243887,142561,276,5762968,155695,190448,817721,36.6,817658,37.6,799418,39.3,337587,62,375694,430259,11728,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,9631985,228369,287421,7505536,177952,6805150,203068,3259203,77.3,2916392,87,2910479,69,2616916,78.1,5557025,3613660,461300,0,273629,2790374,4425687,15846,994885,1664049,246110,5435,991946,1374591,245254,5125,N/A,77.3,N/A,87,65.3,2462231,73.5,3259203,750380,95,690416,90.1,311833,324727,52471,1385,1922260,250922,1257310,3123812,85.6,2803250,76.8,994881,1556843,246107,5419,7260077,199028,264051,3257466,81.6,2909654,72.9,994884,1663227,246109,5434,7502961,188048,241408,1515308,52.1,1515074,54,1456190,55.6,518728,75.1,644911,846478,23384,535,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,29237225,228380,287559,22261305,173889,20310190,199758,10723220,83.8,9725349,95,8626380,67.4,7812968,76.8,16605665,11118160,1513400,0,771708,8564880,12923271,1446,3086849,4820279,718591,661,3084379,4009955,718024,610,N/A,83.8,N/A,95,63.3,7289503,71.7,10723220,2688815,95,2212702,92.5,1039488,1082491,90427,296,6221832,259962,1221600,10350246,93.4,8325201,75.1,3086554,4519492,718496,659,21574566,194689,263837,10720659,88.6,8625576,71.3,3086724,4819655,718537,660,22257968,183888,241549,3586066,41.6,3585420,43.1,3471343,44.4,1392192,62.9,1572329,1954274,59400,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,7316150,229081,279140,7034058,220248,6190037,236174,3055923,95,2661704,95,2616171,81.9,2279037,87,4533130,2568620,214400,0,152186,2691056,4190175,641,949953,1526694,139368,156,949541,1190202,139197,97,N/A,95,N/A,95,79.8,2210240,84.3,3055923,705291,95,598799,88.1,297189,277909,23682,19,1688386,248418,1076450,2890818,95,2479894,87.1,949900,1390525,139330,139,6729889,236278,256861,3055292,95,2616055,85,949926,1526634,139339,156,7033333,228636,237830,1436649,54.9,1436215,57.9,1326862,58.2,390983,65.3,570007,855572,11050,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,43990,204301,265272,46929,217950,41013,247320,20340,94.5,17438,95,18002,83.6,15589,94,11690,28500,3800,0,2347,36039,8463,80,12617,2994,2352,39,12617,581,2352,39,N/A,94.5,N/A,95,79.3,14667,88.4,20340,1863,93.5,1790,89.9,1527,34,227,2,4906,246285,2208330,18962,95,17017,91.3,12617,2009,2352,39,44568,239035,235935,20338,95,18001,88.4,12617,2993,2352,39,46926,230334,215923,11225,62.4,11224,66,10611,68.1,1507,84.2,10378,847,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,2509925,236928,293604,2148186,202781,1948483,227928,1028055,95,916454,95,860781,81.3,764958,89.5,1465625,956400,87900,0,65062,815978,1265506,1640,288760,511385,60231,405,288627,415728,60203,400,N/A,95,N/A,95,78.3,733857,85.8,1028055,215750,95,185737,95,83189,95630,6777,141,529514,283093,1341880,983464,95,823307,88.8,288748,473927,60230,402,2079789,224238,270614,1027918,95,860760,85.7,288756,511370,60230,404,2148065,213772,249784,448570,52.1,448417,54.5,431726,56.4,142503,76.7,192014,251510,4998,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,10105775,196278,250296,7347885,142713,6794907,168294,3449205,67,3154678,78.1,2903711,56.4,2661912,65.9,5467735,4187940,450100,0,230324,2851158,4264225,2178,1036419,1660175,206740,377,1034257,1421174,206113,368,N/A,67,N/A,78.1,53.6,2518574,62.4,3449205,948587,95,808797,86.3,345157,432134,31291,215,2247618,239868,1078500,3352355,75.8,2828973,64,1036259,1585647,206692,375,7179389,162431,228639,3447208,71,2902733,59.8,1036344,1659319,206695,375,7344861,151246,208098,1127185,38.8,1127054,39.8,1102490,41.4,503392,62.2,482865,621808,22014,498,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1785765,201859,267507,1366541,154471,1237891,185436,666500,75.3,597577,89.5,533452,60.3,479688,71.9,983165,713400,89200,0,40843,532670,792895,133,195255,299468,38692,37,195182,245809,38660,37,N/A,75.3,N/A,89.5,57,450932,67.5,666500,173671,95,140833,92.7,70100,65701,5011,21,388657,255913,1175840,641310,86.9,513627,69.6,195252,279651,38687,37,1321221,179003,241940,666447,80.9,533441,64.8,195253,299463,38688,37,1366483,165938,216853,215901,40.5,215874,42,210432,43.9,89379,63.5,97428,115744,2718,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,12403930,181631,233195,9673268,141646,9016068,169503,4206220,61.6,3869983,72.8,3679233,53.9,3398218,63.9,7160290,4735640,508000,0,262059,3696399,5657512,57298,1308008,2125749,233589,11887,1307366,1845871,233280,11701,N/A,61.6,N/A,72.8,51.6,3240458,60.9,4206220,1049820,91.8,959001,83.9,476196,440876,35804,6125,2802808,245131,1084840,4101102,70.3,3594228,61.6,1307954,2040927,233533,11814,9480946,162468,212557,4205504,65.5,3679087,57.3,1307991,2125662,233549,11885,9672384,150647,193191,1575562,42.8,1575196,43.8,1544531,45.5,643975,67.2,667684,882745,21503,3630,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,59577835,205470,275873,44926745,154942,39727906,183959,20803585,71.7,18074661,83.7,17552672,60.5,15492392,71.7,35585955,21378380,2613500,0,1545596,16432791,26943809,4549,6051863,10152956,1346911,942,6046805,8099828,1344883,876,N/A,71.7,N/A,83.7,57.2,14517186,67.2,20803585,3631378,95,3218170,86.2,1528863,1511043,177932,332,9017776,241490,1595450,19861450,82.4,16914545,70.2,6051030,9516154,1346455,906,43267793,179526,247200,20797987,77,17551287,65,6051343,10152370,1346633,941,44919823,166339,220618,6376180,36.3,6375717,37.7,6159398,39.8,1967586,61.1,2792322,3486441,97207,210,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,6058050,188962,266314,5100977,159109,4437072,195056,2291144,71.5,1953783,85.9,2038866,63.6,1753512,77.1,3750390,2065360,242300,0,182871,1780257,3137534,315,664046,1205926,168880,14,663567,921259,168675,11,N/A,71.5,N/A,85.9,60.3,1647118,72.4,2291144,374501,95,341385,93.3,146718,177757,16907,3,965579,263912,1655780,2165883,83.6,1940217,74.8,663978,1107389,168837,13,4876274,188109,233698,2290588,77.4,2038754,68.9,664024,1205867,168849,14,5100326,172416,204792,883374,43.3,883129,45.5,846513,48.3,250864,73.5,341508,529636,12225,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,18965185,222191,284137,15999145,187442,14268842,213776,7240366,84.8,6385668,95,6176112,72.4,5436236,81.4,11498485,6690700,776000,0,501637,5649277,9838741,9490,2000327,3720065,452194,3526,1994385,2988978,449789,3084,N/A,84.8,N/A,95,69.1,5163588,77.4,7240366,1446435,95,1242568,91.4,577370,591318,72888,992,3573525,262971,1395620,6904661,94.5,5895327,80.7,2000064,3440611,451280,3372,15373305,210392,259549,7235730,90.1,6173816,76.9,2000191,3718011,452090,3524,15992120,199154,236178,2855376,46.2,2854052,48.4,2731702,50.2,903393,72.7,1190377,1621013,43284,702,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7815820,N/A,N/A,7242096,N/A,7238581,N/A,3414359,N/A,3412344,N/A,2934290,N/A,2932818,N/A,3382740,3806980,626100,0,255191,3733907,3252701,297,1438446,1262542,233289,13,1438385,1261173,233247,13,N/A,N/A,N/A,N/A,0,2751126,0,3414359,1667871,0,1494229,0,816162,601476,76589,2,3819921,0,0,3414239,0,2934215,0,1438424,1262496,233282,13,7241902,0,0,3414255,0,2934220,0,1438424,1262500,233283,13,7241923,0,0,1110189,37.8,1110183,37.8,1110130,37.9,725356,48.5,587068,502198,20919,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,146860,138169,180181,141164,132810,131965,161906,68089,64.1,63148,77.5,56288,53,52299,64.2,105420,38540,2900,0,2282,42074,96808,0,15617,38592,2074,5,15587,34640,2067,5,N/A,64.1,N/A,77.5,51.2,50472,61.9,68089,18165,88.7,15222,74.3,6033,8619,566,4,39592,193339,717160,66715,74.6,55272,61.8,15609,37587,2071,5,138794,155207,164227,68022,68.3,56263,56.5,15610,38577,2071,5,141071,141603,147414,16105,28.6,16104,29.1,15813,30.2,6902,45.3,5513,10449,141,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1715850,274981,336452,1355976,217308,1215733,238386,578687,92.7,512824,95,502069,80.5,443697,87,972970,671080,71800,0,53055,527629,774410,882,176975,277596,47232,266,176905,219391,47152,249,N/A,92.7,N/A,95,76.6,419713,82.3,578687,141194,95,125768,95,60689,62279,2645,155,376054,300749,1372250,549910,95,476787,86.5,176957,252348,47216,266,1301255,236184,311435,578445,95,502057,84.4,176974,277589,47228,266,1355743,227877,288404,296682,59.1,296623,62.2,281188,63.4,99363,79,127103,165113,4450,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,17083295,224341,287026,13977176,183551,12595501,211624,6099763,80.1,5429351,91.2,5471446,71.9,4878281,82,10163995,6167200,752100,0,484016,5214336,8267417,11407,1887087,3130405,449955,3999,1886232,2538603,449579,3867,N/A,80.1,N/A,91.2,68.1,4594232,77.2,6099763,1231389,95,1127721,93.2,511423,555660,58891,1747,3185274,263306,1412170,5837827,89.8,5249726,80.8,1886994,2908848,449908,3976,13493117,207557,262783,6098591,85.2,5471291,76.4,1887062,3130305,449928,3996,13975865,195237,238646,2782262,50.9,2781124,53,2666464,54.7,849874,75.4,1208048,1536554,36783,877,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,11183945,192084,245486,9941152,170739,9062062,198911,4151849,71.3,3726650,81.8,3780383,64.9,3400448,74.6,6563145,4170200,450600,0,333308,3792831,5812604,2409,1327184,2153211,299151,837,1326785,1773952,298922,789,N/A,71.3,N/A,81.8,62.1,3235583,71,4151849,1035409,95,963785,94.7,461138,471743,30590,314,2828771,278082,1099440,3990523,79.8,3638318,72.8,1327136,2011230,299122,830,9635871,192725,223688,4151327,75.6,3780310,68.8,1327172,2153171,299135,832,9940628,181004,203643,2081567,55.1,2081242,57.2,2017076,59.3,771126,80,869397,1185189,26870,111,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3899345,217580,272190,2651958,147977,2480263,173133,1155101,64.5,1067532,74.5,1022393,57,948302,66.2,2180025,1556920,162400,0,66772,1142662,1440810,1714,419240,542110,60569,474,418777,468602,60492,431,N/A,64.5,N/A,74.5,54.6,904558,63.1,1155101,339038,92.4,307077,83.7,157026,140261,9595,195,857471,233636,1062460,1128481,72.4,1001866,64.3,419143,521709,60550,464,2605235,167234,250305,1154681,68,1022158,60.2,419164,541969,60552,473,2651239,156036,229492,456902,44.7,456819,45.6,447476,47.2,201866,65.7,216060,235805,4963,74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,943785,163070,212075,735631,127105,681640,153169,337003,58.2,309122,69.5,294533,50.9,270994,60.9,480045,415740,48000,0,28796,320873,385313,649,118668,149158,26572,135,118641,125673,26547,133,N/A,58.2,N/A,69.5,47.4,250670,56.3,337003,91738,92.5,82734,83.4,42149,36601,3923,61,222694,224537,951598,327945,66.8,287293,58.5,118666,141924,26568,135,719416,146604,192326,336964,62,294526,54.2,118667,149155,26569,135,735586,135261,173545,123979,42.1,123959,43.1,121262,44.7,55383,66.9,57404,64763,1766,46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
